id	replyCount	likeCount	publishedAt	authorName	text	authorChannelId	authorChannelUrl	isReply	isReplyTo	isReplyToName
UgzadEZr8mpTviABb4t4AaABAg	0	1	2018-12-04 09:48:42	Naya Rahman	December 2018, anyone?	UCmXkwHpDqYFHXLZj7B1nsAQ	http://www.youtube.com/channel/UCmXkwHpDqYFHXLZj7B1nsAQ	0		
UgyjT2dEXY0nVk30cQR4AaABAg	0	0	2018-11-26 21:12:35	amelia	if you look at taylor here and then look at her now (rep era) its incredible to see how much happier she is now.	UCyaJ2hI6TJcey85wlsafXjw	http://www.youtube.com/channel/UCyaJ2hI6TJcey85wlsafXjw	0		
Ugxal_PYNpNdcUp4c914AaABAg	0	0	2018-11-24 05:40:42	cik Nour	Whatever it is, I hope it will be all fine.	UCWf0nlxebA6xWd3H4qzTzUQ	http://www.youtube.com/channel/UCWf0nlxebA6xWd3H4qzTzUQ	0		
UgwGDKqn33fRZdqR1zV4AaABAg	0	0	2018-11-20 15:31:45	Gihukali Sumi	She is everything ❤	UCciUogSfUJIAm02GZzCo_mA	http://www.youtube.com/channel/UCciUogSfUJIAm02GZzCo_mA	0		
UgxqoSEQm6ScLC2rRJ94AaABAg	0	2	2018-11-12 21:49:45	Upscale Avenue	I don&#39;t understand why there&#39;s a clip of Blank Space at <a href="https://www.youtube.com/watch?v=P-TFhUq3otQ&amp;t=4m49s">4:49</a>. That song is about the media. <br />Anyway, she&#39;s such a stunning woman, inside and out. There is no one else like her.	UCQmxy8Do9e7I7YqoNuvBt7A	http://www.youtube.com/channel/UCQmxy8Do9e7I7YqoNuvBt7A	0		
Ugws5gorm7QZ9JtsEpx4AaABAg	0	0	2018-11-11 15:01:39	ritvik asthana	what a wonderful humble person she is. god, bless her.	UC-3Ml3-tLz5k2nzEqL_viFg	http://www.youtube.com/channel/UC-3Ml3-tLz5k2nzEqL_viFg	0		
Ugzdt6t4EP4nrchKh5h4AaABAg	0	0	2018-11-06 04:16:10	cecitacle lwt	“THE HIGHLIGHT OF MY SENIOR YEAR” IM FUCKIN SCREAMING	UC01P0VsE60WHcFlD428UpBw	http://www.youtube.com/channel/UC01P0VsE60WHcFlD428UpBw	0		
UgyzNzqPE6_P1t8KEsR4AaABAg	0	1	2018-11-05 21:56:53	Mae Lim	She was so adorable in 2014. She is more adult now. I admire her even more now for calling out that pervert DJ.	UCYr9ZUV90IOWkxHC23l7FGA	http://www.youtube.com/channel/UCYr9ZUV90IOWkxHC23l7FGA	0		
UgwamRGw6ePRWL5VAbd4AaABAg	0	0	2018-11-01 02:04:17	Donna Villacis	Taylor Swift is a stunning artist!	UCLvDoL5U4cfIzp6HPCF12Tw	http://www.youtube.com/channel/UCLvDoL5U4cfIzp6HPCF12Tw	0		
Ugzie4w3GGxalzXhwmx4AaABAg	0	0	2018-10-30 23:27:33	jennifer highbill	Taylor Swift seems like she’s so down to earth.	UC-onQgBpxNgo7iugKuWi96g	http://www.youtube.com/channel/UC-onQgBpxNgo7iugKuWi96g	0		
UgykRAhavA8Gb6kx1V54AaABAg	0	0	2018-10-30 22:04:23	Steve Morse	I can&#39;t understand how someone whose music is so vapid and corny could be so famous....music has really gine down hill. The lyrics are terrible too....the music industry really is in bad shape.	UCcdTrR3AvuSAB05yxESGURw	http://www.youtube.com/channel/UCcdTrR3AvuSAB05yxESGURw	0		
UgxS_T9oM4BXJpqvGK54AaABAg	0	0	2018-10-26 17:03:26	arhamedho akbar	after this comment, one more comment will make this video have 1989 comments	UCOSNearInV8A11w_1AscsPA	http://www.youtube.com/channel/UCOSNearInV8A11w_1AscsPA	0		
UgwEKX-TVmzUD_4RI9R4AaABAg	1	0	2018-10-20 17:52:51	Genisis McCall	😍	UCCBF0iIsoXfy_vNShpxTmMQ	http://www.youtube.com/channel/UCCBF0iIsoXfy_vNShpxTmMQ	0		
UgwEKX-TVmzUD_4RI9R4AaABAg.8md-_1bwfSs8md-azap4JN		0	2018-10-20 17:53:06	Genisis McCall	I love it	UCCBF0iIsoXfy_vNShpxTmMQ	http://www.youtube.com/channel/UCCBF0iIsoXfy_vNShpxTmMQ	1	UgwEKX-TVmzUD_4RI9R4AaABAg	Genisis McCall
UgwWtVCRu-iXHBNRNnh4AaABAg	0	0	2018-10-20 17:51:38	Genisis McCall	Your real voice is prettier than the one when you done songs on YouTube!	UCCBF0iIsoXfy_vNShpxTmMQ	http://www.youtube.com/channel/UCCBF0iIsoXfy_vNShpxTmMQ	0		
UgwAgNmRhsiJaMSYRlJ4AaABAg	0	0	2018-10-20 17:50:24	Genisis McCall	I like your real voice better Taylor Swift.	UCCBF0iIsoXfy_vNShpxTmMQ	http://www.youtube.com/channel/UCCBF0iIsoXfy_vNShpxTmMQ	0		
UgwH3-I4eznZPSVQpl14AaABAg	0	0	2018-10-20 04:41:29	Joe liseo	I believe Taylor Swift is a pretty genuine individual. The work has certainly paid off, the rewards go to her fans. The impression that I get. I like her. She&#39;s certainly more of a roll model than many of the girls groups and singers who came before her. They pick on her, because she is nice. Keep on Truckin Taylor!	UCFeNr1q1HcQQegHSmjln46w	http://www.youtube.com/channel/UCFeNr1q1HcQQegHSmjln46w	0		
Ugyn4lyyZYwluFzBmSZ4AaABAg	0	0	2018-10-19 16:50:48	John Hayward	It is celebrity No. 2932 please purchase newly manufactured album album.... Celebrity 2932. 2932 2932 2932 2932 2932 2932.... Clear alt shift... 9 9 32 932 2932....	UCZCKWwo44pqHYNpxVPhRjUg	http://www.youtube.com/channel/UCZCKWwo44pqHYNpxVPhRjUg	0		
UgyfGx4qNcCxH_K8eW14AaABAg	0	0	2018-10-18 14:58:57	skuttytip	To one of the horrible performances on a country stage, this is where she belongs. You can&#39;t let the industry guide you through their, &quot;You should do this.&quot; I&#39;m one of the ones that didn&#39;t make it but that&#39;s okay. She&#39;s taken command. &quot;Don&#39;t be pulled. Cut the leash.	UCT3GFdbOUUsfK03BHfPPcnQ	http://www.youtube.com/channel/UCT3GFdbOUUsfK03BHfPPcnQ	0		
Ugw9yT4v8W-kEcQ_yTd4AaABAg	0	0	2018-10-14 15:40:08	Dbusdriver71	Hey taylor swift; you may not want to hear this but the majority of you biggest critics isn&#39;t men, its WOMEN. I agree that there is politics in the music business and that you have traversed it very well to date but some of your positions are off base. Men are a bit &#39;unusual&#39; and the music business loves it because it sells but women being unusual sells even more but makes you more competitors with women. and as to the joke, it may be old but it keeps happening. Old or not there is truth to it.	UC819GQZxfOQNKNXKgLrEl7A	http://www.youtube.com/channel/UC819GQZxfOQNKNXKgLrEl7A	0		
UgzpWlPi6Tx13A63Kxd4AaABAg	1	0	2018-10-14 05:28:46	John Doe	She&#39;s really really ! &quot;sold out&quot; since this interview , meaning constantly changing her image and style for making more $$$$$$$$$$$$ . Don&#39;t tell me about her charitable giving or opportunities to be concerned and talking to the poor or homeless , or her having real people over her house . All that is just a piss in the bucket for her . Like all 9 figure millionaires and billionaires she can pay tax lawyers millions a year to avoid paying taxes and still have hundreds of millions left over . She is a multinational corporation , a fat cat no better than Jamie Dimon , Gates, Lebron james(yes i said it , he is all about money) , Ken Lay, Bernie Madoff , Michael Jordan, Warren Buffett(another wolf in sheep&#39;s clothing like swift), and swift is no better than the robber barons of the past like JP Morgan, the Rockefellers, Vanderbilts, Gould, Carnegie, etc . Once she stops letting investment bankers invest in the military industrial complex, Nike, etc and pays her fair share in progressive income tax, then and only then will we consider her a genuine artist .	UCZhA-1iKWksAM5iZ_TICGEg	http://www.youtube.com/channel/UCZhA-1iKWksAM5iZ_TICGEg	0		
UgzpWlPi6Tx13A63Kxd4AaABAg.8mNDe07HLGa8nfNLpJb4XI		0	2018-11-15 12:30:29	viata vy	So what	UChnaBXm46rasOKY_YpQn-tQ	http://www.youtube.com/channel/UChnaBXm46rasOKY_YpQn-tQ	1	UgzpWlPi6Tx13A63Kxd4AaABAg	John Doe
Ugw5CO8xJSg0ScYc-Ph4AaABAg	0	1	2018-10-13 16:56:51	Saffron Mchallam	I’m wondering if any big taylor swift can help?? There’s a local competition in my area/ and its got a missing word from Taylor swift saying ....” I think she’s so crazy and ——— “ <br /><br />Does anyone know the interview or this missing word? Would appreciate any help from Taylor swift fans! <br />😄😄😄😄😄😄😄😄😄	UCzRODMrm1dy533NkDax6LDQ	http://www.youtube.com/channel/UCzRODMrm1dy533NkDax6LDQ	0		
Ugyl9EXcoGfQAqZGELl4AaABAg	1	0	2018-10-10 02:13:12	Simone Smith	Didnt shake it off not come out till 2016 and this video is from 2014	UCSJTqpymnEHa3evnuVHmQ3g	http://www.youtube.com/channel/UCSJTqpymnEHa3evnuVHmQ3g	0		
Ugyl9EXcoGfQAqZGELl4AaABAg.8mC_590FqK18p7a0S91NNS		0	2018-12-21 17:19:16	Cactus SnailPear	Shake it off it's from 2014 i-	UCXIO4lNJt_jsKpYjDBHrBcA	http://www.youtube.com/channel/UCXIO4lNJt_jsKpYjDBHrBcA	1	Ugyl9EXcoGfQAqZGELl4AaABAg	Simone Smith
UgxbvwJoAbmfWorBTXZ4AaABAg	0	0	2018-10-09 21:16:10	Greeen Plant	She is beautiful!	UCePduWaKwCOhzIhHyiOYCyw	http://www.youtube.com/channel/UCePduWaKwCOhzIhHyiOYCyw	0		
Ugw17nkXo80VIEhsgjp4AaABAg	1	0	2018-10-09 04:20:26	Bill Carson	After &quot; Red &quot; i lost interest in her.	UCmW8ZZP24SX1pNzeo5ma4eg	http://www.youtube.com/channel/UCmW8ZZP24SX1pNzeo5ma4eg	0		
Ugw17nkXo80VIEhsgjp4AaABAg.8mADrAsjN8T8mEaX1DPW0i		0	2018-10-10 21:04:13	TaylorSwift Nation	She said that she won't make any album better than red	UCeWsDuoqO0ldSnFkuyGzxvQ	http://www.youtube.com/channel/UCeWsDuoqO0ldSnFkuyGzxvQ	1	Ugw17nkXo80VIEhsgjp4AaABAg	Bill Carson
UgxVTWXNSJ4No5Pad114AaABAg	1	0	2018-10-06 18:02:49	Jenny Lab	<a href="https://www.youtube.com/watch?v=P-TFhUq3otQ&amp;t=5m46s">5:46</a> which song is this?	UC3_P9zRq85Vil-dbpbAWNBQ	http://www.youtube.com/channel/UC3_P9zRq85Vil-dbpbAWNBQ	0		
UgxVTWXNSJ4No5Pad114AaABAg.8m3y_sbpH0g8mEa0VBb4a0		0	2018-10-10 20:59:47	TaylorSwift Nation	Welcome to new york	UCeWsDuoqO0ldSnFkuyGzxvQ	http://www.youtube.com/channel/UCeWsDuoqO0ldSnFkuyGzxvQ	1	UgxVTWXNSJ4No5Pad114AaABAg	Jenny Lab
UgyORr3aacJ6FJAJECx4AaABAg	0	0	2018-10-04 18:23:55	JACALYNS FINEART	What a nice girl she is.	UCPJUsRz1prnThTQ3gklFGXQ	http://www.youtube.com/channel/UCPJUsRz1prnThTQ3gklFGXQ	0		
UgyYieG0O_Y7TNg-8yp4AaABAg	0	0	2018-10-02 00:42:38	Mike Mullis	Taylor please comunacte with me directly im so worried about you dam it you sweat heart	UCcMPF4iitQ9SlrYDqiWJ6Jg	http://www.youtube.com/channel/UCcMPF4iitQ9SlrYDqiWJ6Jg	0		
UgxqQCQOusDXrvp1nC14AaABAg	0	1	2018-10-01 19:07:29	Health Upz	ima swimming in swift	UCVhxxcDObQhak827H5k2ezw	http://www.youtube.com/channel/UCVhxxcDObQhak827H5k2ezw	0		
Ugxd0YNdJZSDb5C7hBR4AaABAg	0	2	2018-09-29 12:03:48	- makkachin	THAT INTRO SERVING HER RIGHT &lt;3	UCjsziPiT4YtSJi7ncQNcWtw	http://www.youtube.com/channel/UCjsziPiT4YtSJi7ncQNcWtw	0		
UgxP3ys4OEUCjuP0rKZ4AaABAg	0	1	2018-09-29 08:12:22	Subhabrata Ghosh	So wonderful to see all these narrow-minded haters cowering behind screens and tossing insults at a world famous, critically acclaimed role model.	UCWDe290ODiwyktPhGbuyYPA	http://www.youtube.com/channel/UCWDe290ODiwyktPhGbuyYPA	0		
UgxAllAFTAVrhOFNIgd4AaABAg	0	0	2018-09-27 08:26:48	Tracy J	She is beautiful!	UCmyLRblLgelPsEXps7akapg	http://www.youtube.com/channel/UCmyLRblLgelPsEXps7akapg	0		
UgxDOqnU6Pm969hZBFt4AaABAg	3	1	2018-09-24 13:23:58	Tydin	Intelligent lyrics? “My ex man brought his new girlfriend and I’m like OMG” Kay Tay. Keep spinning that art	UCRT2hBHJMGPJRsce60RypHA	http://www.youtube.com/channel/UCRT2hBHJMGPJRsce60RypHA	0		
UgxDOqnU6Pm969hZBFt4AaABAg.8l__8-2gZjf8nfNY3WUTxd		0	2018-11-15 12:32:09	viata vy	You re such stupid absent minded person	UChnaBXm46rasOKY_YpQn-tQ	http://www.youtube.com/channel/UChnaBXm46rasOKY_YpQn-tQ	1	UgxDOqnU6Pm969hZBFt4AaABAg	Tydin
UgxDOqnU6Pm969hZBFt4AaABAg.8l__8-2gZjf8lrBGj9fSJ2		0	2018-10-01 09:33:02	Tydin	it was a joke, chill out *rolls eyes*	UCRT2hBHJMGPJRsce60RypHA	http://www.youtube.com/channel/UCRT2hBHJMGPJRsce60RypHA	1	UgxDOqnU6Pm969hZBFt4AaABAg	Tydin
UgxDOqnU6Pm969hZBFt4AaABAg.8l__8-2gZjf8lqrfRKcekk		4	2018-10-01 06:33:02	donna easty	Go listen to ''Innocent'', ''Safe And Sound'' and ''Ronan'' and re think your comment. She has written some fun lyrics but her body of work is filled with some of the most beautiful lyrics I have ever heard. Don't judged someone unless you have a good understanding or their body of work.	UCWJvlw3WflM2aJ5qGrfj5tw	http://www.youtube.com/channel/UCWJvlw3WflM2aJ5qGrfj5tw	1	UgxDOqnU6Pm969hZBFt4AaABAg	Tydin
UgxdEKm8ZyJC6f6YTgF4AaABAg	0	0	2018-09-19 20:05:40	Dat Boi	Nobody who matters will criticize someone for sharing their personal experience, and it has nothing to do with gender or sexism. What kind of trash excuse is that.<br /><br />Also, how do you say &quot;OMG men are so privileged in the music industry&quot; and then play a song that generalizes that all men want to be jerked around and screwed with rather than having a normal relationship?	UChPys_rCkVOesgPZPFoKHpw	http://www.youtube.com/channel/UChPys_rCkVOesgPZPFoKHpw	0		
UgwC6p9XkwTDS5pWMH14AaABAg	0	0	2018-09-17 07:45:06	Ramsés Vásquez	Thing is people talk sh*sh about good people cause it boosts their ego, that&#39;s the reality. So don&#39;t feel bad about the bad mouthers. Feel inspired that u don&#39;t lower to their level, and keep on ur path which inspires everyone around, a good friend of mine called me &quot;in sol&quot;...youre a starrr!!!!! GUess what? Good people need one another. Barbara Walters&#39; persona is so reporters...she cools and warms interviews at will.....grrr :P Mrs. Walters probably enjoys playing mind games w u since her mother-li(e) figure on t.v. is wide as an ocean, its called the halo effect by psychologists, n theyre the no. 1 subscriber of it, with all the b3sts	UCcO3R0HD6iI_wqiWetqO6mQ	http://www.youtube.com/channel/UCcO3R0HD6iI_wqiWetqO6mQ	0		
Ugxx8KOQ99q7_hbKncp4AaABAg	0	3	2018-09-12 23:14:39	Miranda N	I really like Taylor. She’s made a name for herself without using her body or sexuality to gain fame, which is rare. Mad respect for her	UCZ9OZoAjDJEd5P6VBqEcVrw	http://www.youtube.com/channel/UCZ9OZoAjDJEd5P6VBqEcVrw	0		
Ugy1FgBXryZEaZVgmEp4AaABAg	0	0	2018-09-10 16:00:53	manikankana saha	I can&#39;t help but looooooooove her 💖💗💓💝💟	UCqq82zwi-1-pOxqm9iN1HAg	http://www.youtube.com/channel/UCqq82zwi-1-pOxqm9iN1HAg	0		
Ugwj5TNbYTqWsujvFEN4AaABAg	0	0	2018-09-03 16:02:33	Ewen Cameron	1989 is also the year of batman	UCYZRXfA_KfERuBGB0gy_y_w	http://www.youtube.com/channel/UCYZRXfA_KfERuBGB0gy_y_w	0		
UgzQs7e-S9ZD2T9i-K14AaABAg	0	3	2018-09-03 00:47:53	Anna Palacio	Taylor talks about the realism of life and Robin Thick&#39;s album talks about sex sex sex......and Taylor is very mature and real with her songs.	UCsJ6t6Qx2Q0qCUGA3gXAp8A	http://www.youtube.com/channel/UCsJ6t6Qx2Q0qCUGA3gXAp8A	0		
UgyAtVA0VgBVSHhjo7V4AaABAg	0	0	2018-09-02 12:26:46	Ben Brace	T swift I got one question what are those	UCer6P0aEMhxIbJK39cBF85A	http://www.youtube.com/channel/UCer6P0aEMhxIbJK39cBF85A	0		
Ugz7Wx2Ag3ck-00CX7t4AaABAg	1	0	2018-08-16 09:17:46	Nicholas Gilmore	I wouldn&#39;t call Shake it off smart lyrics....	UC7KJhI_lWlH7P42ZcOeDAng	http://www.youtube.com/channel/UC7KJhI_lWlH7P42ZcOeDAng	0		
Ugz7Wx2Ag3ck-00CX7t4AaABAg.8k-hx_F9QYO8k_9OWyehgm		0	2018-08-30 12:58:54	donna easty	It is for all the people who get vilified by others.	UCWJvlw3WflM2aJ5qGrfj5tw	http://www.youtube.com/channel/UCWJvlw3WflM2aJ5qGrfj5tw	1	Ugz7Wx2Ag3ck-00CX7t4AaABAg	Nicholas Gilmore
UgzrcBVYdVu24VQbrb14AaABAg	0	0	2018-08-12 06:03:10	Chrisman77	I like how she stopped writing about her relationships...we were getting sick of that.	UC1pH2DFip1NpYssn7vCNATA	http://www.youtube.com/channel/UC1pH2DFip1NpYssn7vCNATA	0		
Ugz6m037d7t9VqTEpgd4AaABAg	0	0	2018-08-09 03:06:44	Brain Farts	As an artist she has the charisma of a corpse. Her vocals are unimpressive, her presentation lacking passion, and the songs are superficial.	UCzPWRBSBTBUdf-fdoVomwyg	http://www.youtube.com/channel/UCzPWRBSBTBUdf-fdoVomwyg	0		
Ugw6Njd6w3zJTUO6EtB4AaABAg	0	0	2018-08-03 19:25:58	Danton Steele	youre not balky, youre not balthazaar	UC2wzuBZQuLF3R7be6wApqkg	http://www.youtube.com/channel/UC2wzuBZQuLF3R7be6wApqkg	0		
UgzzMNVoQVdvir2tAfp4AaABAg	0	0	2018-08-03 19:25:06	Danton Steele	so many bags a plasma on me i look like a xmas tree	UC2wzuBZQuLF3R7be6wApqkg	http://www.youtube.com/channel/UC2wzuBZQuLF3R7be6wApqkg	0		
UgzGp3NbNFmLdYoOjGB4AaABAg	0	0	2018-08-03 06:37:46	Christian ChimChim	The interviewer was lowkey rude	UCBmYYKL9oWITO19tppJfQCQ	http://www.youtube.com/channel/UCBmYYKL9oWITO19tppJfQCQ	0		
UgwlGBeJRMKMPhG-gdx4AaABAg	0	0	2018-08-02 11:05:38	the world of princess	love u	UCJqLPk8m5P2Fv6C41HHB7_g	http://www.youtube.com/channel/UCJqLPk8m5P2Fv6C41HHB7_g	0		
UgxBVXRNQyXfOr9cO6Z4AaABAg	0	1	2018-08-02 11:05:27	the world of princess	love u💜💜	UCJqLPk8m5P2Fv6C41HHB7_g	http://www.youtube.com/channel/UCJqLPk8m5P2Fv6C41HHB7_g	0		
UgwzRV8La3VUZxdcbwR4AaABAg	0	0	2018-08-01 13:00:13	Sara Righetti	The recap of the entire interview, you’re welcome:<br /><br />Do you still do that? <br />Do you still do that?<br />Do you still do that? <br />Do you still do that?<br />Do you still do that? <br />Do you still do that?	UCBb5bhE6QZPOieGo3Ba4DDA	http://www.youtube.com/channel/UCBb5bhE6QZPOieGo3Ba4DDA	0		
Ugxnbf8oZN-LLhBjyQF4AaABAg	1	0	2018-07-31 03:24:28	Matthew Marshall	This was before the Reputation album, and it sadly shows. Back when EVERYBODY loved and cared about Taylor.	UCqowhH9gNn3Sn4jh8i0_OUA	http://www.youtube.com/channel/UCqowhH9gNn3Sn4jh8i0_OUA	0		
Ugxnbf8oZN-LLhBjyQF4AaABAg.8jLsnxiG61E8k_9ZExc9kf		0	2018-08-30 13:00:22	donna easty	I wasn't sure about the Rep album but after a few listens I fell in love with most of the music. The lead single was the only one I din't like.	UCWJvlw3WflM2aJ5qGrfj5tw	http://www.youtube.com/channel/UCWJvlw3WflM2aJ5qGrfj5tw	1	Ugxnbf8oZN-LLhBjyQF4AaABAg	Matthew Marshall
UgwNylemALNxs7P8jLB4AaABAg	0	1	2018-07-30 20:42:04	Galaxychoclate Shark	Three days after her birthday	UCo61LIaCo6ONV63zv0Y62gA	http://www.youtube.com/channel/UCo61LIaCo6ONV63zv0Y62gA	0		
Ugz7HWcZO_aD_81yP9h4AaABAg	0	0	2018-07-28 10:31:10	Taylor Swift 13 Delicate	How can you not love her?! She is so sweet and mature ❤️	UCBy782exayHIxSJjnS5-nzw	http://www.youtube.com/channel/UCBy782exayHIxSJjnS5-nzw	0		
Ugz6xHdYcDP2vktPT4F4AaABAg	1	1	2018-07-27 13:59:18	freda jordan	Taylor Swift is just like many others...But that she`s got lucky, probably had good advisers, and she`s defenitely smart....Her music to me sounds like the music of many others, plus she looks  nice, just like many others.. I`m convinced, the thing in life, that makes a difference is luck. Taylor is a vrey lucky woman.And I`m not hating her, just being practical and reasonable....	UCSI3htjnAbnEi037PaQrRbg	http://www.youtube.com/channel/UCSI3htjnAbnEi037PaQrRbg	0		
Ugz6xHdYcDP2vktPT4F4AaABAg.8jCiH7Io-vq8k_9lqZ-6uU		1	2018-08-30 13:02:13	donna easty	Taylor was signed at 14 yrs of age to write songs for other artists. She spent a year driving with her mother to hundreds of radio station leaving them her cd and trying to get noticed. Taylor works hard that is why she is where she is today. Nothing Lucky about hard work.	UCWJvlw3WflM2aJ5qGrfj5tw	http://www.youtube.com/channel/UCWJvlw3WflM2aJ5qGrfj5tw	1	Ugz6xHdYcDP2vktPT4F4AaABAg	freda jordan
